TITLE="mean" 
Variables="X","Y","Z","VX","VY","VZ"
ZONE T="0", I=289, J=214, SOLUTIONTIME=0
41.1615 -41.4443 35.0 269.059677678 -6.29081758438 4.26491030916
41.4949 -41.4443 35.0 269.070991992 -6.39296214548 4.29132268068
41.8283 -41.4443 35.0 269.033242242 -6.31348254344 4.37829337792
42.1617 -41.4443 35.0 269.139117117 -6.27962214252 4.37100493323
42.4951 -41.4443 35.0 269.079463463 -6.25017688288 4.34945666266
42.8286 -41.4443 35.0 269.141995996 -6.27291044922 4.23752990506
43.162 -41.4443 35.0 269.071103103 -6.27382956602 4.22818666386
43.4954 -41.4443 35.0 269.19456957 -6.3022498016 4.21746978253
43.8288 -41.4443 35.0 269.079091091 -6.39721025986 4.25586052318
44.1622 -41.4443 35.0 269.195295295 -6.38214827698 4.22344003804
44.4956 -41.4443 35.0 269.249445445 -6.39389434575 4.23340572332
44.829 -41.4443 35.0 269.311101101 -6.47259328108 4.1676448003
45.1624 -41.4443 35.0 269.246152152 -6.5413898043 4.08682331765
45.4959 -41.4443 35.0 269.153526527 -6.50374886823 4.15963429069
45.8293 -41.4443 35.0 269.086930931 -6.36628599049 4.29800063343
46.1627 -41.4443 35.0 269.150895896 -6.30074286006 4.36289697037
46.4961 -41.4443 35.0 269.098763764 -6.52009752412 4.29393201314
46.8295 -41.4443 35.0 269.161874875 -6.40924030126 4.31508619375
47.1629 -41.4443 35.0 269.180771772 -6.42453102759 4.26632655295
47.4963 -41.4443 35.0 269.11004004 -6.40869155576 4.27889424546
47.8298 -41.4443 35.0 269.17044044 -6.48150375035 4.17444377689
48.1632 -41.4443 35.0 269.311744745 -6.54661059474 4.13674436126
48.4966 -41.4443 35.0 269.461077077 -6.53954954774 3.97835804164
-47.5266 -40.7462 35.0 791.018017017 -1288.9734423 -763.017568436
-47.1932 -40.7462 35.0 261.742683684 -96.8851270119 -45.5846276833
-46.8598 -40.7462 35.0 248.988957958 -24.0465629282 -3.2532161998
-46.5263 -40.7462 35.0 255.374321321 -12.3090824194 2.8253083409
-46.1929 -40.7462 35.0 263.893218218 -6.5557990026 5.30285468259
-45.8595 -40.7462 35.0 265.994439439 -5.80257684967 5.7031653621
-45.5261 -40.7462 35.0 266.679169169 -5.76455137578 5.74528943363
-45.1927 -40.7462 35.0 266.773695696 -6.00491801115 5.59054740527
-44.8593 -40.7462 35.0 266.840762763 -6.00161848275 5.5605885728
-44.5259 -40.7462 35.0 266.827551552 -6.01459475847 5.58682520021
-44.1924 -40.7462 35.0 266.814536537 -5.86383574303 5.50808212322
-43.859 -40.7462 35.0 266.803093093 -5.80348266967 5.41108293772
-43.5256 -40.7462 35.0 266.842082082 -5.9352397097 5.44971306229
-43.1922 -40.7462 35.0 266.904325325 -5.83443294426 5.51000508779
-42.8588 -40.7462 35.0 266.856761762 -5.78423905381 5.4759348712
-42.5254 -40.7462 35.0 266.925298298 -5.832633671 5.5104714419
-42.192 -40.7462 35.0 266.848243243 -5.85929801157 5.51469059239
-41.8586 -40.7462 35.0 266.752663664 -5.88928096337 5.49768785555
-41.5251 -40.7462 35.0 266.829971972 -5.84888277119 5.45859708503
-41.1917 -40.7462 35.0 266.932386386 -5.89922977941 5.43194795586
-40.8583 -40.7462 35.0 266.851937938 -5.90399584745 5.47417688438
-40.5249 -40.7462 35.0 266.83132032 -5.8701909036 5.47946966809
-40.1915 -40.7462 35.0 266.738228228 -5.89654361969 5.468605504
-39.8581 -40.7462 35.0 266.730821822 -5.99384366517 5.49803744625
-39.5247 -40.7462 35.0 266.757535536 -5.90272803187 5.55725891928
-39.1912 -40.7462 35.0 266.752096096 -5.95444453223 5.57651757228
-38.8578 -40.7462 35.0 266.88682983 -5.94254309279 5.54474483504
-38.5244 -40.7462 35.0 266.953202202 -6.03469273569 5.45638397383
-38.191 -40.7462 35.0 266.878349349 -5.98619305323 5.40490606717
-37.8576 -40.7462 35.0 266.830796797 -5.77991002251 5.4590054982
-37.5242 -40.7462 35.0 266.778518519 -5.88650671991 5.46851482302
-37.1908 -40.7462 35.0 266.810456456 -5.8333232981 5.44995781016
-36.8573 -40.7462 35.0 266.791798799 -5.89954254254 5.33526019435
-36.5239 -40.7462 35.0 266.879316316 -5.87377349763 5.40751990098
-36.1905 -40.7462 35.0 266.934094094 -5.84336563961 5.46758875948
-35.8571 -40.7462 35.0 266.890717718 -5.76738338064 5.43266448988
-35.5237 -40.7462 35.0 266.845197197 -5.81689091554 5.50233335576
-35.1903 -40.7462 35.0 266.825511512 -5.82235288238 5.44490702091
-34.8569 -40.7462 35.0 266.931906907 -5.77515215289 5.41005320799
-34.5234 -40.7462 35.0 266.995035035 -5.79521181317 5.30962959409
-34.19 -40.7462 35.0 266.932003003 -5.72885518181 5.35952478639
-33.8566 -40.7462 35.0 266.873056056 -5.85063219011 5.39547752407
-33.5232 -40.7462 35.0 266.896074074 -5.77862153864 5.45565711753
-33.1898 -40.7462 35.0 266.902621622 -5.78261978477 5.37969430784
-32.8564 -40.7462 35.0 266.955232232 -5.94368231555 5.39614995485
-32.523 -40.7462 35.0 266.986253253 -5.8895453123 5.41734379199
-32.1896 -40.7462 35.0 266.962368368 -5.79609924279 5.44545936312
-31.8561 -40.7462 35.0 266.903528529 -5.66967802293 5.40806370641
-31.5227 -40.7462 35.0 266.909560561 -5.73947021391 5.39913371451
-31.1893 -40.7462 35.0 266.836301301 -5.95249597786 5.51231192207
-30.8559 -40.7462 35.0 266.86662963 -5.95203673323 5.53162267281
-30.5225 -40.7462 35.0 267.025439439 -5.78346567895 5.40216371942
-30.1891 -40.7462 35.0 267.125588589 -5.84025498879 5.27437630198
-29.8557 -40.7462 35.0 267.004580581 -5.83595333303 5.37192083704
-29.5222 -40.7462 35.0 267.016323323 -5.8371157469 5.37892456545
-29.1888 -40.7462 35.0 267.056983984 -5.80826543233 5.48304170527
-28.8554 -40.7462 35.0 267.001255255 -5.79864027574 5.42647980069
-28.522 -40.7462 35.0 267.045534535 -5.83507218094 5.3176583959
-28.1886 -40.7462 35.0 267.026413413 -6.00071305912 5.37865494766
-27.8552 -40.7462 35.0 266.945997998 -5.94749501255 5.44765227962
-27.5218 -40.7462 35.0 266.937094094 -6.02542095546 5.40844386026
-27.1883 -40.7462 35.0 266.952680681 -6.12549711003 5.43556138692
-26.8549 -40.7462 35.0 266.998143143 -6.02327998118 5.39288131957
-26.5215 -40.7462 35.0 267.077860861 -6.0334223566 5.29757335209
-26.1881 -40.7462 35.0 267.090981982 -6.07702798899 5.28437562216
-25.8547 -40.7462 35.0 267.037171171 -6.1012356031 5.28599134075
-25.5213 -40.7462 35.0 267.057737738 -6.16467131752 5.2887838538
-25.1879 -40.7462 35.0 267.074294294 -6.09392316265 5.26541486416
-24.8544 -40.7462 35.0 267.085744745 -6.11048374194 5.25518811758
-24.521 -40.7462 35.0 267.131379379 -6.09552259524 5.26093361545
-24.1876 -40.7462 35.0 267.053281281 -6.08747876827 5.29077307477
-23.8542 -40.7462 35.0 266.9963003 -6.12727627417 5.2647778038
-23.5208 -40.7462 35.0 267.071041041 -6.13575115872 5.21983569614
-23.1874 -40.7462 35.0 267.171115115 -6.06274034828 5.28797762767
-22.854 -40.7462 35.0 267.161671672 -6.08093942877 5.33718890145
-22.5206 -40.7462 35.0 267.126794795 -6.06473637301 5.32428391238
-22.1871 -40.7462 35.0 267.000585586 -6.07795767026 5.2314142967
-21.8537 -40.7462 35.0 267.058766767 -6.04921684154 5.25894137187
-21.5203 -40.7462 35.0 267.075674675 -6.05481712963 5.29243143764
-21.1869 -40.7462 35.0 267.182711712 -5.92777121161 5.32858064112
-20.8535 -40.7462 35.0 267.135508509 -6.17689294844 5.32050627086
-20.5201 -40.7462 35.0 267.038626627 -6.19199661436 5.2050917951
-20.1867 -40.7462 35.0 267.186645646 -5.99146698719 5.16055642234
-19.8532 -40.7462 35.0 267.188655656 -5.96555295736 5.16169913655
-19.5198 -40.7462 35.0 267.132778779 -6.0624855523 5.10086231521
-19.1864 -40.7462 35.0 267.077680681 -6.06728498539 5.0175738989
-18.853 -40.7462 35.0 267.248727728 -6.15606611159 5.09146843554
-18.5196 -40.7462 35.0 267.194804805 -5.99372479458 5.17284484705
-18.1862 -40.7462 35.0 267.069422422 -6.01030752547 5.21834360171
-17.8528 -40.7462 35.0 267.018328328 -6.06089840501 5.23989166256
-17.5193 -40.7462 35.0 267.062335335 -6.138611239 5.25336044818
-17.1859 -40.7462 35.0 267.067826827 -6.04910011873 5.32168769883
-16.8525 -40.7462 35.0 267.10276977 -5.96363081361 5.20663506479
-16.5191 -40.7462 35.0 267.065784785 -6.00139118517 5.17155454168
-16.1857 -40.7462 35.0 267.106032032 -5.9905355007 5.15309493811
-15.8523 -40.7462 35.0 267.060722723 -6.0544543044 5.11126557184
-15.5189 -40.7462 35.0 267.054742743 -6.05661001682 5.07127571852
-15.1854 -40.7462 35.0 267.176161161 -6.08895032412 5.05782809687
-14.852 -40.7462 35.0 267.199523524 -6.30452563443 4.98828728431
-14.5186 -40.7462 35.0 267.183345345 -6.23452425871 5.01585566727
-14.1852 -40.7462 35.0 267.192289289 -6.22827581762 5.14447237575
-13.8518 -40.7462 35.0 267.146413413 -6.19283667808 5.19737704635
-13.5184 -40.7462 35.0 267.158976977 -6.08137340305 5.0797710975
-13.185 -40.7462 35.0 267.155773774 -6.06448682793 5.11456298104
-12.8516 -40.7462 35.0 267.100481481 -6.15590653704 5.2023147016
-12.5181 -40.7462 35.0 267.10017017 -6.32155810536 5.1863939015
-12.1847 -40.7462 35.0 267.000843844 -6.16922499505 5.14241801411
-11.8513 -40.7462 35.0 267.10618018 -6.03547633089 5.06760865138
-11.5179 -40.7462 35.0 267.19850951 -6.02504372736 4.99237190248
-11.1845 -40.7462 35.0 267.240014014 -6.07467601461 5.00282456589
-10.8511 -40.7462 35.0 267.152196196 -6.12780595756 4.96752460073
-10.5177 -40.7462 35.0 267.154948949 -6.12813752807 5.03513030861
-10.1842 -40.7462 35.0 267.107874875 -6.2303763817 5.11095190591
-9.85083 -40.7462 35.0 267.245421421 -6.24008922597 5.02164891945
-9.51741 -40.7462 35.0 267.2834004 -6.15495546635 5.03389180622
-9.184 -40.7462 35.0 267.346987988 -6.10416540336 5.06961232553
-8.85059 -40.7462 35.0 267.307530531 -6.1128271044 5.05661638759
-8.51717 -40.7462 35.0 267.240806807 -6.22710526993 4.95908189439
-8.18376 -40.7462 35.0 267.227275275 -6.21262461355 4.94824161846
-7.85034 -40.7462 35.0 267.316712713 -6.2050638238 5.02178701692
-7.51693 -40.7462 35.0 267.19235035 -6.24959238485 5.02200479498
-7.18352 -40.7462 35.0 267.113407407 -6.33966172903 5.12293086406
-6.8501 -40.7462 35.0 267.172998999 -6.24177386577 5.07864423045
-6.51669 -40.7462 35.0 267.205192192 -6.04584234313 5.03120554354
-6.18328 -40.7462 35.0 267.149511512 -6.1405223967 5.02302457088
-5.84986 -40.7462 35.0 267.201653654 -6.26192005294 5.00975302012
-5.51645 -40.7462 35.0 267.179072072 -6.24070051318 4.96503300567
-5.18303 -40.7462 35.0 267.252850851 -6.20489391004 4.93315305606
-4.84962 -40.7462 35.0 267.349785786 -6.25727720973 4.96635920285
-4.51621 -40.7462 35.0 267.286261261 -6.35196189289 4.94626316667
-4.18279 -40.7462 35.0 267.218157157 -6.26957270971 4.98054887187
-3.84938 -40.7462 35.0 267.177840841 -6.13284131471 4.97923089449
-3.51597 -40.7462 35.0 267.166915916 -6.1163181992 4.96745608428
-3.18255 -40.7462 35.0 267.306846847 -6.19501006386 4.95388508208
-2.84914 -40.7462 35.0 267.332044044 -6.28300656506 4.92003923343
-2.51572 -40.7462 35.0 267.268037037 -6.30857744802 4.96882863147
-2.18231 -40.7462 35.0 267.170735736 -6.28601023088 4.93975660432
-1.8489 -40.7462 35.0 267.173158158 -6.18721164132 4.87165998754
-1.51548 -40.7462 35.0 267.214291291 -6.17767948018 4.84636982206
-1.18207 -40.7462 35.0 267.152376376 -6.19268149753 4.95031562341
-0.848655 -40.7462 35.0 267.225815816 -6.10607317738 4.89984284553
-0.515241 -40.7462 35.0 267.29778979 -6.19954789184 4.89350683386
-0.181828 -40.7462 35.0 267.265755756 -6.22590614515 4.898333905
0.151586 -40.7462 35.0 267.234357357 -6.22534298619 4.90095376857
0.485 -40.7462 35.0 267.270457457 -6.18985906833 4.85362624374
0.818414 -40.7462 35.0 267.295243243 -6.33246642943 4.74358468498
1.15183 -40.7462 35.0 267.381255255 -6.38583704645 4.79420702232
1.48524 -40.7462 35.0 267.407158158 -6.29200359509 4.82724473448
1.81866 -40.7462 35.0 267.457293293 -6.22944794276 4.79680259414
2.15207 -40.7462 35.0 267.309857858 -6.33923282573 4.87372577277
2.48548 -40.7462 35.0 267.197221221 -6.40522312391 4.9029070475
2.8189 -40.7462 35.0 267.187092092 -6.32952281824 4.91087015255
3.15231 -40.7462 35.0 267.357484484 -6.13884682864 4.83163252729
3.48572 -40.7462 35.0 267.351296296 -6.32974631548 4.69511192933
3.81914 -40.7462 35.0 267.434884885 -6.39578096046 4.6447160384
4.15255 -40.7462 35.0 267.440814815 -6.31988778859 4.7578324033
4.48597 -40.7462 35.0 267.442299299 -6.15097108753 4.84174149279
4.81938 -40.7462 35.0 267.307461461 -6.38891253712 4.81700136725
5.15279 -40.7462 35.0 267.277522523 -6.35106276739 4.80462258031
5.48621 -40.7462 35.0 267.397063063 -6.33400330719 4.84202793442
5.81962 -40.7462 35.0 267.568356356 -6.28942809238 4.87040249246
6.15303 -40.7462 35.0 267.643235235 -6.35966958033 4.82200019119
6.48645 -40.7462 35.0 267.557339339 -6.46917578408 4.80199800366
6.81986 -40.7462 35.0 267.453603604 -6.36691578819 4.90383723547
7.15328 -40.7462 35.0 267.392641642 -6.17913528755 4.86691876997
7.48669 -40.7462 35.0 267.391588589 -6.27749949199 4.80341478842
7.8201 -40.7462 35.0 267.523610611 -6.35020950027 4.80165288749
8.15352 -40.7462 35.0 267.728956957 -6.19717310731 4.74433552793
8.48693 -40.7462 35.0 267.666600601 -6.1964907023 4.69677565836
8.82034 -40.7462 35.0 267.442064064 -6.27792974645 4.63432655094
9.15376 -40.7462 35.0 267.427682683 -6.35808423924 4.65054105826
9.48717 -40.7462 35.0 267.474741742 -6.37907931141 4.5877116994
9.82059 -40.7462 35.0 267.440952953 -6.34285635215 4.69798797097
10.154 -40.7462 35.0 267.60834034 -6.08780726231 4.68744547948
10.4874 -40.7462 35.0 267.746871872 -6.11795976346 4.63384461649
10.8208 -40.7462 35.0 267.692124124 -6.41906383696 4.61508768148
11.1542 -40.7462 35.0 267.586221221 -6.51045415947 4.63754464134
11.4877 -40.7462 35.0 267.610893894 -6.43228952814 4.6067959022
11.8211 -40.7462 35.0 267.618626627 -6.47294340144 4.61623318078
12.1545 -40.7462 35.0 267.520286286 -6.48862607764 4.62772987027
12.4879 -40.7462 35.0 267.630442442 -6.44268281475 4.67760486741
12.8213 -40.7462 35.0 267.800687688 -6.4837902044 4.70620939752
13.1547 -40.7462 35.0 267.738297297 -6.46580511231 4.70820993153
13.4881 -40.7462 35.0 267.587755756 -6.43020711478 4.64758723353
13.8216 -40.7462 35.0 267.396902903 -6.40380940566 4.63619692082
14.155 -40.7462 35.0 267.334423423 -6.21552087855 4.61611484149
14.4884 -40.7462 35.0 267.494237237 -6.09783800512 4.60546873637
14.8218 -40.7462 35.0 267.740245245 -6.30846823208 4.52570715244
15.1552 -40.7462 35.0 267.864119119 -6.56371944314 4.51042844168
15.4886 -40.7462 35.0 267.87705005 -6.4712078936 4.57716207437
15.822 -40.7462 35.0 267.704722723 -6.45428085106 4.5763712025
16.1554 -40.7462 35.0 267.54229029 -6.4234196713 4.50080033506
16.4889 -40.7462 35.0 267.588158158 -6.37161164066 4.49196260399
16.8223 -40.7462 35.0 267.726611612 -6.44031855135 4.51085806076
17.1557 -40.7462 35.0 267.815175175 -6.64449874787 4.56196425215
17.4891 -40.7462 35.0 267.934376376 -6.61102768706 4.53120947217
17.8225 -40.7462 35.0 267.798651652 -6.49289367808 4.52337477694
18.1559 -40.7462 35.0 267.605397397 -6.50716254344 4.50694574372
18.4893 -40.7462 35.0 267.619377377 -6.38132103688 4.46130718218
18.8228 -40.7462 35.0 267.640574575 -6.11404351143 4.49379494826
19.1562 -40.7462 35.0 267.704224224 -6.15281327107 4.51198563155
19.4896 -40.7462 35.0 267.781615616 -6.32442237902 4.51429272713
19.823 -40.7462 35.0 267.870614615 -6.31862365748 4.53623491663
20.1564 -40.7462 35.0 267.733598599 -6.39839193393 4.51833876006
20.4898 -40.7462 35.0 267.539872873 -6.29310927771 4.52213740539
20.8232 -40.7462 35.0 267.634438438 -6.36397346086 4.43911688227
21.1567 -40.7462 35.0 267.694573574 -6.32853085753 4.48620339028
21.4901 -40.7462 35.0 267.77461962 -6.42268499139 4.50954299829
21.8235 -40.7462 35.0 267.912658659 -6.57584885086 4.51410582843
22.1569 -40.7462 35.0 267.879134134 -6.67656262231 4.47228172991
22.4903 -40.7462 35.0 267.846578579 -6.66029360855 4.57828296997
22.8237 -40.7462 35.0 267.792973974 -6.50252175055 4.52050506747
23.1571 -40.7462 35.0 267.728711712 -6.55479116223 4.39685915326
23.4906 -40.7462 35.0 267.77228028 -6.47879710628 4.38879922382
23.824 -40.7462 35.0 267.925904905 -6.38603694971 4.33499398298
24.1574 -40.7462 35.0 268.02913013 -6.44000595876 4.39823785214
24.4908 -40.7462 35.0 267.936707708 -6.48205019147 4.4834726988
24.8242 -40.7462 35.0 267.936066066 -6.28363167528 4.53224511682
25.1576 -40.7462 35.0 267.89322022 -6.13922689294 4.53821853595
25.491 -40.7462 35.0 267.904359359 -6.16534978514 4.40395279539
25.8244 -40.7462 35.0 267.935403403 -6.29391017663 4.32599517606
26.1579 -40.7462 35.0 268.073580581 -6.4049012178 4.37666809399
26.4913 -40.7462 35.0 268.042822823 -6.43898804289 4.47414331688
26.8247 -40.7462 35.0 268.060515516 -6.38592861221 4.42786729359
27.1581 -40.7462 35.0 267.950521522 -6.2205947001 4.38687116498
27.4915 -40.7462 35.0 267.719488488 -6.14665936219 4.46777622489
27.8249 -40.7462 35.0 267.656395395 -6.3249591265 4.47578445015
28.1583 -40.7462 35.0 267.83354955 -6.32947758739 4.36502298849
28.4918 -40.7462 35.0 267.969868869 -6.2881293022 4.35678824635
28.8252 -40.7462 35.0 267.942991992 -6.25984324995 4.45841342192
29.1586 -40.7462 35.0 267.974357357 -6.20933961486 4.52203953481
29.492 -40.7462 35.0 267.954163163 -6.25234487352 4.43522537174
29.8254 -40.7462 35.0 267.986714715 -6.30242258732 4.30255018519
30.1588 -40.7462 35.0 267.87552953 -6.13996250732 4.31280383182
30.4922 -40.7462 35.0 267.884167167 -6.18106444722 4.37150002082
30.8257 -40.7462 35.0 268.004243243 -6.32334694847 4.41757007384
31.1591 -40.7462 35.0 268.056940941 -6.37153793894 4.50196702974
31.4925 -40.7462 35.0 267.997303303 -6.32672675109 4.47346171991
31.8259 -40.7462 35.0 267.972071071 -6.39458854527 4.42174313075
32.1593 -40.7462 35.0 267.842545546 -6.28355911552 4.42435757247
32.4927 -40.7462 35.0 267.910777778 -6.24741970356 4.44141474305
32.8261 -40.7462 35.0 267.934134134 -6.38206956727 4.36874918689
33.1596 -40.7462 35.0 268.058425425 -6.54931563565 4.37034889034
33.493 -40.7462 35.0 268.107132132 -6.62582284491 4.36380423104
33.8264 -40.7462 35.0 268.119354354 -6.45855645866 4.36040104845
34.1598 -40.7462 35.0 268.045367367 -6.47932622623 4.33014361895
34.4932 -40.7462 35.0 268.018878879 -6.30021187833 4.32256862438
34.8266 -40.7462 35.0 268.032368368 -6.26514367067 4.34283653018
35.16 -40.7462 35.0 267.996557558 -6.37616710901 4.27880687898
35.4934 -40.7462 35.0 267.99391992 -6.44419579536 4.25928155373
35.8269 -40.7462 35.0 268.093112112 -6.41375931602 4.25254287417
36.1603 -40.7462 35.0 268.131637638 -6.2976991024 4.37241525726
36.4937 -40.7462 35.0 268.058894895 -6.50147244044 4.40106923719
36.8271 -40.7462 35.0 268.102007007 -6.40252630927 4.29654037477
37.1605 -40.7462 35.0 268.12446046 -6.3134348958 4.22828531528
37.4939 -40.7462 35.0 268.161905906 -6.41092145074 4.28400411742
37.8273 -40.7462 35.0 268.173339339 -6.27753567227 4.30195799374
38.1608 -40.7462 35.0 268.225617618 -6.2035643272 4.31072347347
38.4942 -40.7462 35.0 268.256349349 -6.40756507007 4.3177410393
38.8276 -40.7462 35.0 268.219252252 -6.42263668759 4.26313591202
39.161 -40.7462 35.0 268.161578579 -6.4197884788 4.37105292197
39.4944 -40.7462 35.0 268.177791792 -6.34826600771 4.31583697878
39.8278 -40.7462 35.0 268.222882883 -6.22922115731 4.2115228872
40.1612 -40.7462 35.0 268.404864865 -6.20221673343 4.23871045785
40.4947 -40.7462 35.0 268.294375375 -6.12694941507 4.3217678306
40.8281 -40.7462 35.0 268.101383383 -6.26625292277 4.39191046522
41.1615 -40.7462 35.0 268.178065065 -6.29813822204 4.27513125597
41.4949 -40.7462 35.0 268.220832833 -6.36131533082 4.37731971269
41.8283 -40.7462 35.0 268.129276276 -6.38430855996 4.38898021735
42.1617 -40.7462 35.0 268.177448448 -6.2250291029 4.31334587177
42.4951 -40.7462 35.0 268.192572573 -6.29463844299 4.2560251549
42.8286 -40.7462 35.0 268.239013013 -6.38856712367 4.23070204522
43.162 -40.7462 35.0 268.211878879 -6.41191225543 4.28525456186
43.4954 -40.7462 35.0 268.278718719 -6.42401779488 4.27504171407
43.8288 -40.7462 35.0 268.237590591 -6.46314767147 4.22194854868
44.1622 -40.7462 35.0 268.281493493 -6.38897965818 4.26162125867
44.4956 -40.7462 35.0 268.301843844 -6.35774336401 4.21915875873
44.829 -40.7462 35.0 268.393201201 -6.40830963298 4.19503875039
45.1624 -40.7462 35.0 268.428177177 -6.64197258288 4.23397551612
45.4959 -40.7462 35.0 268.376426426 -6.62272806517 4.30487317217
45.8293 -40.7462 35.0 268.360419419 -6.5008597005 4.36844308198
46.1627 -40.7462 35.0 268.337096096 -6.45277750405 4.40716836158
46.4961 -40.7462 35.0 268.256646647 -6.34310011229 4.3710187207
46.8295 -40.7462 35.0 268.311083083 -6.32896341683 4.2038980726
47.1629 -40.7462 35.0 268.309692693 -6.24157201034 4.22965161532
47.4963 -40.7462 35.0 268.334785786 -6.37392507087 4.28568601081
